,epoch,ASR,CDA
0,41,97.33,86.14
1,42,97.55,86.64
2,43,96.53,85.0
3,44,97.76,86.19
4,45,95.04,87.51
5,46,94.86,87.33
6,47,97.02,88.12
7,48,96.96,87.45
8,49,96.3,86.45
9,50,97.26,86.89
10,51,95.48,88.35
11,52,98.15,87.57
12,53,97.24,88.31
13,54,97.18,83.63
14,55,95.37,87.92
15,56,95.31,88.51
16,57,96.52,87.19
17,58,96.98,88.28
18,59,97.82,87.71
19,60,97.29,86.41
20,61,97.29,88.54
21,62,93.83,87.56
22,63,95.56,88.65
23,64,96.96,85.14
24,65,95.6,88.17
25,66,97.98,87.81
26,67,93.12,88.95
27,68,97.72,88.07
28,69,97.59,87.58
29,70,97.88,86.97
30,71,96.26,88.71
31,72,96.5,87.53
32,73,96.4,88.14
33,74,97.16,88.11
34,75,96.71,88.27
35,76,96.73,87.42
36,77,95.95,88.17
37,78,97.18,88.16
38,79,97.02,87.52
39,80,97.08,87.53
40,81,97.31,91.64
41,82,97.16,91.78
42,83,97.04,92.0
43,84,97.29,92.07
44,85,97.39,91.96
45,86,97.22,92.09
46,87,97.37,91.99
47,88,97.37,91.92
48,89,97.39,92.28
49,90,97.31,91.86
50,91,97.02,92.02
51,92,97.27,92.09
52,93,97.2,91.95
53,94,97.02,91.81
54,95,97.08,91.92
55,96,97.08,91.99
56,97,97.2,92.11
57,98,97.43,92.17
58,99,97.29,91.83
59,100,97.26,92.17
60,101,97.08,91.99
61,102,97.27,91.9
62,103,96.83,92.17
63,104,97.04,91.95
64,105,97.31,92.01
65,106,97.12,91.84
66,107,97.06,92.15
67,108,96.85,91.99
68,109,97.12,92.03
69,110,96.65,91.74
70,111,96.96,91.53
71,112,97.06,92.23
72,113,97.26,91.94
73,114,97.43,92.07
74,115,97.02,91.86
75,116,97.43,92.17
76,117,97.02,91.93
77,118,97.16,92.0
78,119,97.16,91.67
79,120,97.14,92.13
80,121,97.18,92.11
81,122,97.14,92.07
82,123,97.06,92.07
83,124,97.2,92.15
84,125,97.06,91.86
85,126,97.26,91.98
86,127,97.06,91.9
87,128,97.02,92.05
88,129,97.16,92.11
89,130,97.04,92.23
90,131,96.95,92.05
91,132,97.02,92.19
92,133,97.14,92.13
93,134,97.04,92.21
94,135,97.2,92.15
95,136,97.2,92.23
96,137,97.0,92.19
97,138,97.2,92.17
98,139,97.26,92.23
99,140,97.04,92.17
100,141,96.98,91.94
101,142,97.06,92.29
102,143,97.24,92.03
103,144,97.12,92.05
104,145,97.0,92.03
105,146,97.2,92.11
106,147,97.04,92.15
107,148,97.16,91.93
108,149,97.24,91.95
109,150,97.14,92.03
110,151,97.1,91.82
111,152,97.06,92.01
112,153,97.14,91.97
113,154,97.08,91.86
114,155,97.08,92.11
115,156,97.04,92.17
116,157,97.08,92.11
117,158,97.04,92.15
118,159,97.16,92.08
119,160,97.1,91.88
