,epoch,ASR,CDA
0,41,95.17,77.67
1,42,93.32,77.03
2,43,92.96,77.97
3,44,89.18,79.06
4,45,90.66,82.04
5,46,92.09,83.04
6,47,92.92,83.02
7,48,94.42,81.88
8,49,89.9,83.79
9,50,91.08,82.85
10,51,92.17,85.85
11,52,95.72,86.5
12,53,95.37,86.37
13,54,94.01,83.94
14,55,93.07,87.18
15,56,95.72,86.37
16,57,95.58,86.19
17,58,96.59,84.15
18,59,93.57,85.47
19,60,96.56,86.83
20,61,96.52,86.37
21,62,96.32,85.6
22,63,95.44,84.87
23,64,95.02,87.03
24,65,96.49,86.38
25,66,91.92,85.35
26,67,97.61,84.13
27,68,94.66,86.21
28,69,96.32,84.45
29,70,96.12,85.13
30,71,96.34,91.79
31,72,96.55,92.12
32,73,96.88,92.39
33,74,96.67,92.14
34,75,96.24,92.19
35,76,96.65,92.5
36,77,97.02,92.43
37,78,96.92,92.33
38,79,96.3,92.76
39,80,96.86,92.45
40,81,96.55,92.35
41,82,96.34,92.27
42,83,96.28,92.08
43,84,97.24,92.23
44,85,95.91,92.53
45,86,96.45,92.47
46,87,96.63,92.37
47,88,96.63,92.41
48,89,97.04,92.12
49,90,96.71,92.45
50,91,96.24,92.43
51,92,96.85,92.35
52,93,96.71,92.51
53,94,96.69,92.31
54,95,95.74,92.45
55,96,96.45,92.29
56,97,95.95,92.18
57,98,96.53,92.31
58,99,96.4,91.86
59,100,96.79,91.94
60,101,96.22,92.18
61,102,96.26,92.35
62,103,96.24,92.22
63,104,96.45,92.35
64,105,96.18,92.04
65,106,96.32,92.1
66,107,96.34,92.31
67,108,96.36,92.22
68,109,96.34,92.13
69,110,96.49,92.17
70,111,96.24,92.37
71,112,96.45,92.08
72,113,96.49,92.22
73,114,96.36,92.29
74,115,96.38,92.29
75,116,96.38,92.35
76,117,96.59,92.27
77,118,96.42,92.43
78,119,96.73,92.35
79,120,96.55,92.43
80,121,96.51,92.33
81,122,96.45,92.33
82,123,96.32,92.45
83,124,96.28,92.49
84,125,96.32,92.45
85,126,96.75,92.45
86,127,96.59,92.23
87,128,96.67,92.19
88,129,96.49,92.22
89,130,96.57,92.35
