,epoch,ASR,CDA
0,41,31.8,72.94
1,42,53.27,77.6
2,43,82.69,79.3
3,44,11.36,80.9
4,45,29.8,79.67
5,46,19.63,81.28
6,47,25.57,81.53
7,48,43.62,82.72
8,49,19.53,81.51
9,50,9.4,82.86
10,51,37.68,83.2
11,52,10.93,83.51
12,53,24.14,84.13
13,54,10.64,84.15
14,55,9.9,83.79
15,56,10.51,83.44
16,57,56.6,83.98
17,58,9.84,84.56
18,59,9.78,84.09
19,60,15.4,84.39
20,61,9.2,84.65
21,62,44.0,85.14
22,63,10.32,85.78
23,64,10.17,86.58
24,65,9.82,86.36
25,66,10.93,86.8
26,67,75.86,87.54
27,68,61.15,87.64
28,69,69.84,88.65
29,70,92.66,89.52
30,71,91.49,90.0
31,72,91.02,90.27
32,73,82.93,90.19
33,74,87.45,89.94
34,75,63.11,90.25
35,76,75.6,90.49
36,77,81.97,90.21
37,78,74.1,90.26
38,79,68.33,89.89
39,80,59.22,89.86
40,81,58.01,90.21
41,82,79.24,89.93
42,83,59.02,89.98
43,84,67.47,90.11
44,85,52.7,89.77
45,86,54.38,89.65
46,87,58.4,90.16
47,88,45.02,89.96
48,89,12.99,89.73
49,90,46.35,90.06
50,91,55.03,89.85
51,92,41.24,90.12
52,93,56.7,89.85
53,94,42.63,90.41
54,95,72.72,90.17
55,96,83.18,90.7
56,97,67.83,90.84
57,98,89.44,90.98
58,99,94.51,91.0
59,100,94.47,90.71
60,101,95.27,90.88
61,102,95.07,90.9
62,103,94.48,90.91
63,104,94.28,90.85
64,105,95.02,91.17
65,106,94.73,90.96
66,107,94.28,91.06
67,108,94.47,91.25
68,109,94.69,90.96
69,110,94.43,90.86
70,111,94.47,91.04
71,112,94.9,90.95
72,113,94.55,91.25
73,114,94.18,91.05
74,115,94.71,91.33
75,116,94.16,91.39
76,117,94.42,91.17
77,118,94.42,91.02
78,119,94.42,91.23
79,120,93.66,91.19
80,121,94.01,91.27
81,122,93.75,91.12
82,123,93.93,91.06
83,124,93.46,91.09
84,125,94.16,91.15
85,126,94.45,91.15
86,127,94.12,91.21
87,128,94.28,91.05
88,129,93.99,91.27
89,130,93.56,91.11
